movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres
1336,superman iii,Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,Action Comedy Sci-Fi
1337,grudge match,Peter Segal,Robert De Niro,Sylvester Stallone,Oscar Gale,Comedy Sport
1338,red cliff,John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,Action Adventure Drama History War
1339,sweet home alabama,Andy Tennant,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,Comedy Romance
1340,the ugly truth,Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter,Comedy Romance
1341,sgt. bilko,Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella,Comedy
1342,spy kids 2: island of lost dreams,Robert Rodriguez,Steve Buscemi,Alexa PenaVega,Emily Osment,Action Adventure Comedy Family Sci-Fi
1343,star trek: generations,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,Action Adventure Mystery Sci-Fi Thriller
1344,the grandmaster,Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Action Biography Drama
1345,water for elephants,Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain,Drama Romance
1346,3rd rock from the sun            ,unknown,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,Comedy Family Sci-Fi
1347,dragon nest: warriors' dawn,Yuefeng Song,Blythe Auffarth,Bianca Collins,Jiao Xu,Adventure Animation Family Fantasy
1348,the hurricane,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger,Biography Drama Sport
1349,enough,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,Crime Drama Thriller
1350,heartbreakers,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,Comedy Crime Romance
1351,paul blart: mall cop 2,Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Action Comedy Crime
1352,angel eyes,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,Drama Romance
1353,joe somebody,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,Comedy Drama
1354,the ninth gate,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,Mystery Thriller
1355,extreme measures,Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,Crime Drama Mystery Thriller
1356,rock star,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,Drama Music
1358,white squall,Ridley Scott,Jeff Bridges,Jason Marsden,Ethan Embry,Adventure Drama
1359,the thing,John Carpenter,Wilford Brimley,Richard Masur,David Clennon,Horror Mystery Sci-Fi
1360,riddick,David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,Action Sci-Fi Thriller
1361,switchback,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,Crime Mystery Thriller
1362,texas rangers,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,Action Adventure Drama Thriller Western
1363,city of ember,Gil Kenan,Bill Murray,Toby Jones,Harry Treadaway,Adventure Family Fantasy Sci-Fi
1364,the master,Paul Thomas Anderson,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,Drama
1365,virgin territory,David Leland,Hayden Christensen,Ryan Cartwright,David Walliams,Adventure Comedy History Romance
1366,the express,Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton,Biography Drama Sport
1367,the 5th wave,J Blakeson,Chloë Grace Moretz,Maggie Siff,Nick Robinson,Action Adventure Sci-Fi Thriller
1368,creed,Ryan Coogler,Sylvester Stallone,Phylicia Rashad,Graham McTavish,Drama Sport
1369,the town,Ben Affleck,Jeremy Renner,Jon Hamm,Owen Burke,Crime Drama Thriller
1370,what to expect when you're expecting,Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon,Comedy Drama Romance
1371,burn after reading,Ethan Coen,J.K. Simmons,Brad Pitt,Kevin Sussman,Comedy Drama
1372,nim's island,Jennifer Flackett,Gerard Butler,Anthony Simcoe,Christopher James Baker,Adventure Comedy Family Fantasy
1373,rush,Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Action Biography Drama Sport
1374,magnolia,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,Drama
1375,cop out,Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak,Action Comedy Crime
1376,how to be single,Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun,Comedy Romance
1377,dolphin tale,Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.,Drama Family
1379,john q,Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,Crime Drama Thriller
1380,blue streak,Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,Action Comedy Crime Thriller
1381,we're the millers,Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon,Comedy Crime
1382,obitaemyy ostrov,Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Action Adventure Sci-Fi
1383,breakdown,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Action Crime Drama Mystery Thriller
1384,never say never again,Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,Action Adventure Thriller
1385,hot tub time machine,Steve Pink,Charlie McDermott,Collette Wolfe,Crystal Lowe,Comedy Sci-Fi
1386,dolphin tale 2,Charles Martin Smith,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,Drama Family
1387,reindeer games,John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,Action Adventure Crime Drama Family Fantasy Romance Thriller
1388,a man apart,F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate,Action Crime Drama Thriller
1390,ghosts of mississippi,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,Drama History
1391,snow falling on cedars,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,Drama Mystery Romance Thriller
1392,the rite,Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Toby Jones,Drama Horror Mystery Thriller
1393,gattaca,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,Drama Sci-Fi Thriller
1394,isn't she great,Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,Biography Comedy Romance
1395,space chimps,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,Adventure Animation Comedy Family Sci-Fi
1396,head of state,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan,Comedy
1397,the hangover,Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,Comedy
1398,ip man 3,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Action Biography Drama History
1399,austin powers: the spy who shagged me,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Action Adventure Comedy Crime
1400,batman,Tim Burton,Michael Gough,Jack Palance,William Hootkins,Action Adventure
1401,there be dragons,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,Biography Drama War
1402,lethal weapon 3,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Action Crime Thriller
1403,the blind side,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,Biography Drama Sport
1404,rush hour            ,unknown,Jon Foo,Aimee Garcia,Wendie Malick,Action Comedy Crime
1405,spy kids,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Action Adventure Comedy Family Sci-Fi
1406,horrible bosses,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Comedy Crime
1407,true grit,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,Adventure Drama Western
1408,the devil wears prada,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,Comedy Drama Romance
1409,star trek: the motion picture,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Adventure Mystery Sci-Fi
1410,identity thief,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,Comedy Crime
1411,cape fear,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,Crime Thriller
1412,21,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,Crime Drama Thriller
1413,trainwreck,Judd Apatow,Amy Schumer,Randall Park,Josh Segarra,Comedy Romance
1414,guess who,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Comedy Romance
1415,the english patient,Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Drama Romance War
1416,l.a. confidential,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Crime Drama Mystery Thriller
1417,sky high,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Adventure Comedy Family Sci-Fi
1418,in & out,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,Comedy
1419,species,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action Horror Sci-Fi Thriller
1421,the cell,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Horror Sci-Fi Thriller
1422,the man in the iron mask,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Action Adventure
1423,secretariat,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Biography Drama Family History Sport
1424,tmnt,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Action Adventure Animation Comedy Family Fantasy Sci-Fi
1425,radio,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,Biography Drama Sport
1426,friends with benefits,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,Comedy Romance
1427,neighbors 2: sorority rising,Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Comedy
1428,saving mr. banks,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Biography Comedy Drama History Music
1429,malcolm x,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Biography Drama History Romance
1430,this is 40,Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Comedy
1431,old dogs,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,Comedy Family
1432,underworld: rise of the lycans,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Action Adventure Fantasy Sci-Fi Thriller
1433,license to wed,Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,Comedy Romance
1434,the benchwarmers,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,Comedy Romance Sport
1435,must love dogs,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,Comedy Romance
1436,donnie brasco,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Biography Crime Drama
1437,resident evil,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Action Horror Sci-Fi
1439,the ladykillers,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,Comedy Crime Thriller
1440,max payne,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Action Crime Drama Mystery Thriller
1441,in time,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Action Sci-Fi Thriller
1442,the back-up plan,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,Comedy Romance
1443,something borrowed,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,Comedy Drama Romance
1444,hit the floor            ,unknown,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning,Drama Romance
1445,black knight,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,Adventure Comedy Fantasy
1446,the bad news bears,Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten,Comedy Drama Family Sport
1447,street fighter,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Action Adventure Comedy Thriller
1448,the pianist,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,Biography Drama War
1449,from hell,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror Mystery Thriller
1450,the nativity story,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Drama Family Fantasy
1452,closer,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,Drama Romance
1453,j. edgar,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Biography Crime Drama
1454,mirrors,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,Horror Mystery
1455,queen of the damned,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Drama Fantasy Horror
1456,predator 2,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action Horror Sci-Fi
1457,untraceable,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Crime Drama Thriller
1458,blast from the past,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Comedy Drama Romance Sci-Fi
1459,flash gordon,Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones,Action Adventure Sci-Fi
1460,jersey girl,Kevin Smith,Stephen Root,Mike Starr,George Carlin,Comedy Drama Romance
1461,alex cross,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Action Crime Mystery Thriller
1462,midnight in the garden of good and evil,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Crime Drama Mystery Thriller
1464,nanny mcphee returns,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,Comedy Family Fantasy
1465,hoffa,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Biography Crime Drama
1466,the x files: i want to believe,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Drama Mystery Sci-Fi Thriller
1467,ella enchanted,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Comedy Family Fantasy Romance
1468,concussion,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,Biography Drama Sport
1470,valiant,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Adventure Animation Comedy Family War
1471,wonder boys,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,Comedy Drama
1472,superhero movie,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Action Comedy Sci-Fi Thriller
1473,broken city,Allen Hughes,Alona Tal,James Ransone,Michael Beach,Crime Drama Thriller
1474,cursed,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,Comedy Horror
1475,premium rush,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Action Crime Thriller
1476,hot pursuit,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Action Comedy Crime
1477,the four feathers,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,Adventure Drama Romance War
1478,parker,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Action Crime Romance Thriller
1479,wimbledon,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,Comedy Romance Sport
1480,furry vengeance,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,Comedy Family
1481,bait,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,Action Horror Sci-Fi
1482,krull,Peter Yates,Liam Neeson,Alun Armstrong,Lysette Anthony,Action Adventure Fantasy
1483,lions for lambs,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,Drama Thriller War
1484,flight of the intruder,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Action Drama Thriller War
1485,walk hard: the dewey cox story,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price,Comedy Music
1486,the shipping news,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr,Drama
1487,american outlaws,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,Action Western
1488,the young victoria,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Biography Drama History Romance
1489,whiteout,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Action Crime Mystery Thriller
1490,the tree of life,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw,Drama Fantasy
1491,knock off,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,Action Comedy Thriller
1493,the order,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann,Action Mystery Thriller
1494,punisher: war zone,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Action Crime Drama Thriller
1495,zoom,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Action Adventure Family Sci-Fi
1496,the walk,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Adventure Biography Drama Thriller
1497,warriors of virtue,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Action Adventure Fantasy
1498,a good year,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,Comedy Drama Romance
1499,luther            ,unknown,Ruth Wilson,Indira Varma,Warren Brown,Crime Drama Mystery Thriller
1500,radio flyer,Richard Donner,Adam Baldwin,Thomas Ian Nicholas,John Heard,Drama
1501,"blood in, blood out",Taylor Hackford,Delroy Lindo,Jesse Borrego,Raymond Cruz,Crime Drama
1502,smilla's sense of snow,Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond,Action Drama Sci-Fi Thriller
1503,femme fatale,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen,Crime Drama Mystery Thriller
1504,lion of the desert,Moustapha Akkad,Oliver Reed,Rod Steiger,John Gielgud,Biography Drama History War
1505,the horseman on the roof,Jean-Paul Rappeneau,Olivier Martinez,François Cluzet,Isabelle Carré,Adventure Drama Romance War
1506,ride with the devil,Ang Lee,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire,Drama Romance War Western
1507,biutiful,Alejandro G. Iñárritu,Maricel Álvarez,Hanaa Bouchaib,Eduard Fernández,Drama
1509,bandidas,Joachim Rønning,Salma Hayek,Sam Shepard,Dwight Yoakam,Action Comedy Crime Western
1510,black water transit,Tony Kaye,Bill Cobbs,Aisha Tyler,Beverly D'Angelo,Crime Drama
1511,the maze runner,Wes Ball,Ki Hong Lee,Aml Ameen,Jacob Latimore,Action Mystery Sci-Fi Thriller
1512,unfinished business,Ken Scott,Tom Wilkinson,June Diane Raphael,Melissa McMeekin,Comedy
1513,the age of innocence,Martin Scorsese,Richard E. Grant,Geraldine Chaplin,Stuart Wilson,Drama Romance
1514,the fountain,Darren Aronofsky,Hugh Jackman,Ellen Burstyn,Mark Margolis,Drama Sci-Fi
1515,chill factor,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick,Action Adventure Comedy Drama Thriller
1516,stolen,Simon West,Nicolas Cage,Mark Valley,Sami Gayle,Action Crime Drama Thriller
1517,ponyo,Hayao Miyazaki,Rumi Hiiragi,Yûki Amami,Yuria Nara,Adventure Animation Family Fantasy
1518,the longest ride,George Tillman Jr.,Tiago Riani,Melissa Benoist,Hayley Lovitt,Drama Romance
1520,i dreamed of africa,Hugh Hudson,Liam Aiken,Eva Marie Saint,Vincent Perez,Adventure Drama Romance
1521,playing for keeps,Gabriele Muccino,Gerard Butler,Dennis Quaid,Judy Greer,Comedy Romance Sport
1522,mandela: long walk to freedom,Justin Chadwick,Terry Pheto,Fana Mokoena,Tony Kgoroge,Biography Drama History
1523,reds,Warren Beatty,Paul Sorvino,Warren Beatty,M. Emmet Walsh,Biography Drama History Romance
1524,a few good men,Rob Reiner,Tom Cruise,Demi Moore,Kevin Pollak,Drama Thriller
1525,exit wounds,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,Action Comedy Crime Drama Thriller
1526,big momma's house,Raja Gosnell,Nia Long,Cedric the Entertainer,Tichina Arnold,Action Comedy Crime
1527,thunder and the house of magic,Jeremy Degruson,Kyle Hebert,Brianne Brozey,Joe Ochman,Adventure Animation Comedy Family Fantasy
1528,the darkest hour,Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze,Action Adventure Horror Sci-Fi Thriller
1529,step up revolution,Scott Speer,Ryan Guzman,Stephen Boss,Misha Gabriel Hamilton,Drama Music Romance
1531,the watcher,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis,Crime Horror Mystery Thriller
1532,the punisher,Jonathan Hensleigh,Laura Harring,Marco St. John,Eddie Jemison,Action Crime Drama Thriller
1533,goal! the dream begins,Danny Cannon,Sean Pertwee,Kuno Becker,Stephen Dillane,Drama Romance Sport
1534,safe,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke,Action Crime Thriller
1535,pushing tin,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber,Comedy Drama Romance
1536,star wars: episode vi - return of the jedi,Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker,Action Adventure Fantasy Sci-Fi
1537,doomsday,Neil Marshall,Ryan Kruger,Jason Cope,Jeremy Crutchley,Action Sci-Fi Thriller
1538,the reader,Stephen Daldry,Kate Winslet,David Kross,Susanne Lothar,Drama Romance
1539,wanderlust,David Wain,Justin Theroux,Lauren Ambrose,Joe Lo Truglio,Comedy
1540,elf,Jon Favreau,Peter Dinklage,Zooey Deschanel,Will Ferrell,Comedy Family Fantasy Romance
1541,phenomenon,Jon Turteltaub,Robert Duvall,Kyra Sedgwick,David Gallagher,Drama Fantasy Romance Sci-Fi
1542,snow dogs,Brian Levant,James Coburn,Nichelle Nichols,M. Emmet Walsh,Adventure Comedy Family Sport
1543,scrooged,Richard Donner,Bill Murray,Alfre Woodard,Robert Mitchum,Comedy Drama Fantasy
